time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place
1932-10-09T22:50:42.550Z,32.64,-115.43,6,4.47,ml,2,328,1.553,1.62,ci,ci3359345,2016-01-27T18:55:56.510Z,
1932-10-09T07:56:00.000Z,32.6666667,-115.3333333,6,3,mh,,,,,ci,ci10087206,2016-01-27T18:34:10.440Z,
1932-10-09T04:33:59.300Z,32.6101667,-115.3155,6,3.79,ml,2,330,1.653,0.36,ci,ci3359344,2016-01-27T18:30:02.830Z,
1932-10-09T02:19:33.330Z,32.6495,-115.43,6,3.48,ml,4,329,1.552,2.02,ci,ci3359343,2016-01-27T18:38:15.850Z,
1932-10-08T23:38:30.880Z,32.8733333,-115.8111667,6,2.96,ml,3,319,1.214,0.51,ci,ci3359342,2016-01-27T18:47:10.540Z,
1932-10-08T23:25:32.000Z,32.761,-115.5831667,6,2.66,mh,2,325,1.411,0.58,ci,ci3359341,2016-01-27T18:34:09.950Z,
1932-10-08T21:31:02.340Z,32.6615,-115.59,6,3.12,ml,3,326,1.417,0.58,ci,ci3359339,2016-01-27T18:38:15.360Z,
1932-10-08T21:15:49.060Z,32.6415,-115.4315,6,3.99,ml,3,328,1.552,0.56,ci,ci3359332,2016-01-27T18:55:56.010Z,
1932-10-08T19:54:30.540Z,32.8206667,-115.4273333,6,3.1,ml,2,326,1.538,1.25,ci,ci3359330,2016-01-27T18:30:02.270Z,
1932-10-08T12:12:19.150Z,32.7161667,-115.8671667,6,2.71,ml,3,322,1.177,0.92,ci,ci3359326,2016-01-27T18:30:01.810Z,
1932-10-08T09:58:19.870Z,32.8351667,-115.7501667,6,2.81,mh,3,321,1.266,0.34,ci,ci3359324,2016-01-27T18:55:55.550Z,
1932-10-08T07:56:19.650Z,32.7075,-115.4221667,6,3.14,mh,3,328,1.551,0.8,ci,ci3359322,2016-01-27T18:30:01.320Z,
1932-10-08T07:47:12.220Z,32.1935,-115.6418333,6,4.02,ml,3,335,1.517,0.58,ci,ci3359318,2016-01-27T18:51:22.480Z,
1932-10-06T08:56:00.000Z,33.2833333,-116.8,6,3.5,mh,,,,,ci,ci10087202,2016-01-27T19:00:20.240Z,
1932-10-02T16:23:32.650Z,33.1503333,-116.0908333,6,2.8,ml,3,310,1.019,0.52,ci,ci3359316,2016-01-27T18:38:14.440Z,
1932-10-02T04:48:11.830Z,33.1423333,-116.0108333,6,3.26,ml,3,313,1.081,0.68,ci,ci3359315,2016-01-27T18:47:10.080Z,
1932-10-02T02:59:15.000Z,11.351,-86.553,30,6.7,mw,,,,,iscgemsup,iscgemsup906404,2015-07-13T17:02:22.000Z,
1932-09-29T22:25:22.550Z,37.5,-118.5,6,3.3,ml,3,339,0.4943,3.08,ci,ci3361927,2016-01-27T19:00:19.730Z,
1932-09-29T03:57:24.000Z,40.709,23.437,10,6.3,mw,,,,,iscgem,iscgem906392,2015-05-13T18:52:43.000Z,
1932-09-26T19:20:45.000Z,40.269,23.743,10,6.9,mw,,,,,iscgem,iscgem906386,2015-05-13T18:52:43.000Z,
1932-09-24T06:38:29.150Z,34.0806667,-116.823,6,2.7,ml,4,278,0.4669,0.43,ci,ci3359303,2016-01-27T18:47:09.200Z,
1932-09-22T20:52:05.410Z,33.0885,-116.3051667,6,2.94,ml,3,306,0.8287,0.08,ci,ci3359301,2016-01-27T18:55:55.090Z,
1932-09-22T19:34:38.760Z,32.9,-118.9,6,2.52,mh,0,275.3,1.385,0,ci,ci3359300,2016-01-27T18:51:22.030Z,
1932-09-20T16:21:23.190Z,31.7065,-115.412,6,4.12,ml,3,342,1.94,0.32,ci,ci3359298,2016-01-27T18:29:59.950Z,
1932-09-15T13:54:56.000Z,-39.191,178.081,15,6.9,mw,,,,,iscgem,iscgem906371,2015-05-13T18:52:43.000Z,
1932-09-15T08:19:07.890Z,34.4655,-118.0078333,6,3.63,ml,4,221,0.2449,0.24,ci,ci3359287,2016-01-27T19:00:19.240Z,
1932-09-13T08:58:22.440Z,31.6141667,-116.8026667,6,3.34,ml,3,347,1.303,0.18,ci,ci3359286,2016-01-27T18:47:07.850Z,
1932-09-12T19:16:23.690Z,34.0251667,-116.5053333,6,3.04,ml,4,289,0.7235,0.67,ci,ci3359285,2016-01-27T18:38:13.980Z,
1932-09-11T05:24:15.970Z,31.6128333,-116.1445,6,3.33,ml,2,347,1.562,0.16,ci,ci3359282,2016-01-27T18:34:09.490Z,
1932-09-10T09:57:33.270Z,31.5173333,-116.7556667,6,4.11,ml,5,347,1.407,0.31,ci,ci3359281,2016-01-27T18:42:35.650Z,
1932-09-09T13:39:10.000Z,-3.451,128.097,25,6.4,mw,,,,,iscgem,iscgem906363,2015-05-13T18:52:43.000Z,
1932-09-07T07:09:23.190Z,31.792,-116.8063333,6,2.9,ml,2,353,1.134,0.17,ci,ci3359275,2016-01-27T18:51:21.570Z,
1932-09-07T04:15:22.210Z,31.9728333,-116.5595,6,3.16,ml,2,345,1.065,0.64,ci,ci3359274,2016-01-27T19:00:17.830Z,
1932-09-07T02:47:17.920Z,38.2036667,-118.558,6,2.61,ml,2,359,1.177,0.11,ci,ci3359273,2016-01-27T18:34:08.990Z,
1932-09-06T19:21:02.170Z,35.0561667,-116.7201667,6,3.09,ml,5,250,1.19,0.42,ci,ci3359271,2016-01-27T18:34:08.510Z,
1932-09-05T14:03:23.140Z,33.3583333,-116.2826667,6,2.51,ml,3,294,0.9531,0.36,ci,ci3359269,2016-01-27T18:42:35.200Z,
1932-09-05T13:34:15.870Z,34.5486667,-118.6003333,6,2.62,ml,4,214,,0.4,ci,ci3359268,2016-01-27T19:00:17.370Z,
1932-09-05T08:32:44.850Z,33.5256667,-116.5555,6,2.81,ml,4,277,0.8273,0.48,ci,ci3359266,2016-01-27T18:38:13.530Z,
1932-09-05T02:26:06.010Z,36.4743333,-120.7655,6,3.07,ml,2,336,2.117,0.19,ci,ci3359265,2016-01-27T18:38:13.170Z,
1932-09-05T00:16:31.860Z,33.451,-116.5451667,6,2.58,ml,4,277,0.8349,0.4,ci,ci3359264,2016-01-27T18:55:54.220Z,
1932-09-03T11:58:54.000Z,40.93,143.303,25,6.2,mw,,,,,iscgem,iscgem906356,2015-05-13T18:52:43.000Z,
1932-09-03T00:13:30.450Z,33.2028333,-116.687,6,3.35,ml,4,270,0.5844,0.31,ci,ci3359260,2016-01-27T18:47:05.980Z,
1932-09-02T04:29:36.750Z,33.5556667,-115.3421667,6,3.05,ml,3,322,1.745,0.38,ci,ci3359258,2016-01-27T18:55:53.770Z,
1932-09-01T04:53:26.210Z,33.977,-116.5441667,6,3.41,ml,5,236,0.6909,0.31,ci,ci3359251,2016-01-27T18:55:52.850Z,
1932-08-31T17:29:14.400Z,34.2105,-116.2723333,6,2.64,ml,3,346,0.9406,0.29,ci,ci3359247,2016-01-27T18:51:21.110Z,
1932-08-31T03:53:34.610Z,37.4128333,-117.5105,6,2.62,mh,2,317,0.6767,0.01,ci,ci3359245,2016-01-27T18:47:05.490Z,
1932-08-30T02:50:23.180Z,33.7483333,-116.9661667,6,3.57,ml,4,311,0.4192,0.35,ci,ci3359241,2016-01-27T18:42:33.750Z,
1932-08-29T03:00:29.300Z,35.886,-118.1721667,6,2.92,ml,4,179,0.3094,0.68,ci,ci3359238,2016-01-27T18:34:07.600Z,
1932-08-24T09:08:39.040Z,37.5471667,-118.3403333,6,3.88,ml,2,358,0.4998,0.46,ci,ci3359222,2016-01-27T18:47:05.040Z,
1932-08-23T10:22:21.200Z,34.483,-116.497,6,2.69,ml,2,340,0.8764,0.73,ci,ci3359221,2016-01-27T18:38:12.360Z,
1932-08-22T11:12:42.000Z,36.032,121.787,10,6.3,mw,,,,,iscgem,iscgem906346,2015-05-13T18:52:43.000Z,
1932-08-21T04:15:38.000Z,24.003,122.238,25,6.5,mw,,,,,iscgem,iscgem906345,2015-05-13T18:52:43.000Z,
1932-08-20T05:51:39.500Z,35.3346667,-118.1823333,6,2.73,ml,4,194,0.8227,0.34,ci,ci3359208,2016-01-27T18:29:56.980Z,
1932-08-20T01:53:28.430Z,34.093,-116.375,6,2.74,mh,2,351,0.8366,0.31,ci,ci3359203,2016-01-27T18:51:20.200Z,
1932-08-18T19:20:18.510Z,34.568,-118.607,14.02,2.63,ml,2,347,0.5524,0.16,ci,ci3359200,2016-01-27T18:51:19.250Z,
1932-08-17T10:16:12.880Z,34.2916667,-117.6801667,6,2.51,ml,3,241,0.3205,0.19,ci,ci3359199,2016-01-27T18:55:51.030Z,
1932-08-16T13:07:10.060Z,34.085,-117.3066667,6,2.81,ml,3,290,0.1077,0.29,ci,ci3359196,2016-01-27T18:51:18.790Z,
1932-08-13T20:56:20.000Z,-49.123,164.497,20,6.1,mw,,,,,iscgem,iscgem906329,2015-05-13T18:52:43.000Z,
1932-08-13T03:10:32.630Z,35.795,-119.266,6,2.84,mh,2,357,1.855,0.29,ci,ci3359193,2016-01-27T18:42:31.890Z,
1932-08-12T03:24:02.000Z,52.221,-168.671,25,6.6,mw,,,,,iscgem,iscgem906328,2015-05-13T18:52:43.000Z,
1932-08-11T00:15:56.550Z,33.8925,-116.8595,6,2.51,ml,2,360,0.4406,0.39,ci,ci3359190,2016-01-27T18:47:03.220Z,
1932-08-09T07:14:57.730Z,32.75,-116.167,6,2.62,mh,2,349,1.6,3.01,ci,ci3359187,2016-04-01T21:39:12.961Z,
1932-08-06T11:20:36.970Z,33.8096667,-115.9655,6,2.64,ml,2,358,1.187,0.47,ci,ci3359181,2016-01-27T18:51:17.880Z,
1932-08-06T07:32:27.380Z,33.533,-116.887,6,2.72,ml,2,342,0.6136,0.67,ci,ci3359179,2016-01-27T18:55:50.580Z,
1932-08-05T00:11:48.730Z,33.7175,-116.3896667,6,2.59,ml,2,358,0.8653,0.37,ci,ci3359176,2016-01-27T18:42:30.950Z,
1932-08-04T03:28:40.690Z,35.728,-116.963,6,2.67,mh,2,339,1.763,0.71,ci,ci3359170,2016-01-27T18:29:55.620Z,
1932-08-03T16:24:53.700Z,37.537,-118.454,6,2.52,ml,0,360,0.5139,0.042,ci,ci3361920,2016-01-27T18:29:55.190Z,
1932-08-03T02:32:32.780Z,32.8038333,-114.9865,6,2.98,ml,3,331,1.91,1.28,ci,ci3359157,2016-01-27T18:29:54.700Z,
1932-08-01T09:21:54.530Z,34.0936667,-115.9923333,6,2.71,ml,2,353,1.153,0.07,ci,ci3359153,2016-01-27T18:47:02.290Z,
1932-08-01T08:50:31.290Z,34.3136667,-119.6203333,6,3.09,ml,3,232,0.149,0.36,ci,ci3359150,2016-01-27T18:55:50.120Z,
1932-07-30T23:16:08.060Z,34.7988333,-119.0735,6,2.53,mh,3,247,0.6383,0.45,ci,ci3359146,2016-01-27T18:55:49.660Z,
1932-07-30T19:31:09.910Z,33.9006667,-118.2358333,6,2.72,ml,3,290,0.2529,0.32,ci,ci3359142,2016-01-27T18:38:11.480Z,
1932-07-30T07:14:00.670Z,34.8713333,-116.4003333,6,4.43,ml,5,233,1.19,0.62,ci,ci3359138,2016-01-27T18:34:04.860Z,
1932-07-28T11:52:25.340Z,31.546,-116.443,6,3.36,ml,3,349,1.483,0.11,ci,ci3359136,2016-01-27T18:38:10.070Z,
1932-07-26T06:51:57.350Z,36.0738333,-118.446,6,4.44,ml,3,303,0.9938,0.66,ci,ci3359135,2016-01-27T18:51:16.980Z,
1932-07-25T09:12:51.000Z,18.816,-103.946,20,6.8,mw,,,,,iscgem,iscgem906304,2015-05-13T18:52:43.000Z,
1932-07-22T00:15:39.450Z,33.8,-117.3501667,6,2.75,ml,3,304,0.1942,0.21,ci,ci3359131,2016-01-27T18:42:28.660Z,
1932-07-21T11:44:34.010Z,32.739,-115.928,6,2.59,mh,0,354,1.741,1.373,ci,ci3359130,2016-01-27T18:42:28.210Z,
1932-07-17T22:52:11.740Z,36.0343333,-118.9688333,6,3.01,ml,3,230,1.179,0.25,ci,ci3359122,2016-01-27T18:51:16.030Z,
1932-07-14T21:27:50.690Z,34.4445,-116.0193333,6,3.56,ml,3,282,1.21,0.63,ci,ci3359115,2016-01-27T18:51:15.570Z,
1932-07-14T10:45:10.720Z,34.2178333,-120.9386667,6,3.35,ml,3,307,1.037,0.7,ci,ci3359112,2016-01-27T18:34:04.370Z,
1932-07-13T07:53:47.020Z,33.3815,-116.9915,6,2.79,ml,2,255,0.5617,0.1,ci,ci3359111,2016-01-27T18:38:09.160Z,
1932-07-12T19:24:11.000Z,26.152,-110.157,10,6.7,mw,,,,,iscgem,iscgem906288,2015-05-13T18:52:43.000Z,
1932-07-11T22:55:19.950Z,34.7901667,-116.2671667,6,2.81,ml,2,341,1.213,0.11,ci,ci3359108,2016-01-27T18:38:08.290Z,
1932-07-11T22:49:34.630Z,34.8001667,-116.2288333,6,2.67,ml,2,342,1.244,0.07,ci,ci3359106,2016-01-27T18:51:15.110Z,
1932-07-11T16:10:11.680Z,36.4293333,-120.7423333,6,2.95,ml,2,276,2.112,0.73,ci,ci3359105,2016-01-27T18:29:53.300Z,
1932-07-11T10:06:27.190Z,36.011,-117.687,6,2.61,mh,2,215,1.129,0.79,ci,ci3361915,2016-01-27T18:29:52.850Z,
1932-07-11T04:54:36.780Z,34.7163333,-116.1536667,6,2.87,ml,2,343,1.242,0.24,ci,ci3359103,2016-01-27T18:47:00.860Z,
1932-07-07T16:15:55.000Z,29.318,-113.247,10,6.8,mw,,,,,iscgem,iscgem906276,2015-05-13T18:52:43.000Z,
1932-07-06T18:42:17.770Z,31.5,-117,6,3.01,ml,0,360,2.507,0.467,ci,ci3361912,2016-01-27T18:47:00.430Z,
1932-07-06T14:32:18.090Z,35.4,-121,6,3.4,ml,2,346,1.425,1.59,ci,ci3359096,2016-01-27T18:38:06.910Z,
1932-07-05T06:14:38.060Z,33.2998333,-115.3998333,6,2.65,ml,3,357,1.787,0.25,ci,ci3359093,2016-01-27T18:38:06.010Z,
1932-07-04T20:56:39.170Z,35.404,-120.922,6,3.08,mh,0,360,2.729,0.516,ci,ci3361909,2016-01-27T18:29:52.420Z,
1932-07-03T16:56:34.670Z,35.2143333,-120.3345,6,2.51,mh,2,334,0.9249,0.08,ci,ci3359090,2016-01-27T18:55:48.260Z,
1932-06-27T10:16:09.620Z,31.3753333,-115.9831667,6,3.86,ml,2,358,1.834,2.12,ci,ci3359076,2016-01-27T18:42:27.750Z,
1932-06-27T10:07:22.780Z,31.5301667,-116.091,6,4.76,ml,2,347,1.655,0.09,ci,ci3359075,2016-01-27T18:42:27.260Z,
1932-06-27T09:46:47.520Z,31.6736667,-116.1855,6,3.61,ml,2,356,1.492,1.4,ci,ci3359074,2016-01-27T18:42:26.800Z,
1932-06-26T18:32:26.570Z,31.6301667,-116.149,6,3.64,ml,2,357,1.546,0.2,ci,ci3359073,2016-01-27T18:42:26.340Z,
1932-06-26T02:56:25.400Z,34.3311667,-116.9668333,6,2.69,ml,2,326,0.4777,0.07,ci,ci3359071,2016-04-02T00:59:22.092Z,
1932-06-23T02:30:36.690Z,33.0106667,-116.406,6,3.66,ml,2,310,0.7282,0.1,ci,ci3359063,2016-01-27T18:55:47.800Z,
1932-06-23T02:25:52.550Z,33.0835,-116.4418333,6,3.92,ml,3,293,0.7172,0.26,ci,ci3359062,2016-01-27T18:38:04.600Z,
1932-06-22T12:59:31.000Z,19.373,-104.224,25,7.7,mw,,,,,iscgem,iscgem906247,2015-05-13T18:52:43.000Z,
1932-06-21T22:48:38.660Z,32.7,-119.125,6,2.95,ml,3,305,1.584,1.73,ci,ci3359061,2016-01-27T18:55:47.310Z,
1932-06-21T10:54:59.360Z,34.2408333,-117.4998333,19.65,2.8,ml,3,248,0.2674,0.05,ci,ci3359060,2016-01-27T19:00:14.650Z,
1932-06-18T20:52:31.810Z,32.0565,-119.0451667,6,2.75,mh,3,312,2.211,0.96,ci,ci3359058,2016-01-27T18:51:13.330Z,
1932-06-18T14:37:59.240Z,32.6813333,-119.1251667,6,3.69,ml,3,306,1.587,0.31,ci,ci3359055,2016-01-27T18:51:12.870Z,
1932-06-18T10:12:11.000Z,19.419,-103.907,15,7.8,mw,,,,,iscgem,iscgem906234,2015-05-13T18:52:43.000Z,
1932-06-16T21:35:24.990Z,31.7158333,-116.7036667,6,3.61,ml,3,347,1.236,0.66,ci,ci3359052,2016-01-27T18:46:59.910Z,
1932-06-10T16:49:25.690Z,34.0176667,-116.4033333,6,2.51,ml,3,296,0.8079,0.87,ci,ci3359045,2016-01-27T18:55:46.320Z,
1932-06-06T08:44:26.000Z,40.73,-124.211,15,6.4,mw,,,,,iscgem,iscgem906203,2018-01-09T22:57:54.094Z,
1932-06-03T10:36:56.000Z,19.786,-103.784,15,8.1,mw,,,,,iscgem,iscgem906183,2015-05-13T18:52:43.000Z,
1932-05-31T00:59:13.230Z,33.0171667,-115.3316667,6,3.1,ml,3,325,1.624,0.17,ci,ci3361903,2016-01-27T18:38:04.140Z,
1932-05-30T06:44:42.670Z,33.7076667,-116.426,6,2.59,mh,3,356,0.84,0.53,ci,ci3359037,2016-01-27T18:42:24.940Z,
1932-05-29T12:27:42.200Z,33.9863333,-118.1978333,6,3.05,ml,3,278,0.1632,0.17,ci,ci3359034,2016-01-27T18:34:01.620Z,
1932-05-29T03:55:10.980Z,33.33333,-116.33333,6,2.69,mh,0,360,1.09,0.035,ci,ci3359030,2016-01-27T18:34:01.200Z,
1932-05-28T22:55:03.390Z,32.6653333,-115.8056667,6,3.42,ml,2,324,1.236,0.04,ci,ci3359028,2016-01-27T19:00:13.710Z,
1932-05-26T16:09:48.000Z,-25.447,178.854,570,7.6,mw,,,,,iscgem,iscgem906166,2015-05-13T18:52:43.000Z,
1932-05-25T02:50:28.110Z,32.7475,-115.6846667,6,2.76,mh,2,324,1.327,0.15,ci,ci3359026,2016-01-27T18:34:00.740Z,
1932-05-22T11:29:25.000Z,-20.746,-173.927,35,6.3,mw,,,,,iscgem,iscgem906156,2015-05-13T18:52:43.000Z,
1932-05-22T09:52:27.690Z,37.3653333,-117.4558333,6,3.05,ml,3,307,0.6918,0.26,ci,ci3359021,2016-01-27T19:00:13.240Z,
1932-05-22T09:06:03.060Z,37.5395,-117.445,6,2.68,ml,2,324,0.7916,0.63,ci,ci3359020,2016-01-27T18:29:50.590Z,
1932-05-22T08:16:56.140Z,37.4048333,-117.4666667,6,4.1,ml,4,297,0.7027,0.2,ci,ci3359016,2016-01-27T18:34:00.260Z,
1932-05-22T02:44:47.310Z,37.382,-117.4148333,6,3.56,ml,4,306,0.7284,0.31,ci,ci3359017,2016-01-27T18:55:43.890Z,
1932-05-21T10:10:04.000Z,13.175,-88.07,15,7.1,mw,,,,,iscgem,iscgem906153,2015-05-13T18:52:43.000Z,
1932-05-20T20:22:50.160Z,34.9953333,-115.8411667,6,3.78,ml,3,322,1.614,0.36,ci,ci3359013,2016-01-27T18:55:42.940Z,
1932-05-16T20:46:45.340Z,34.1448333,-116.5766667,6,2.55,ml,3,343,0.68,0.14,ci,ci3359008,2016-01-27T18:29:49.690Z,
1932-05-16T03:37:10.070Z,36,-120.5,6,2.9,ml,2,334,2.072,5.05,ci,ci3359006,2016-01-27T18:55:42.480Z,
1932-05-14T21:26:00.730Z,33.7346667,-116.0753333,6,2.97,ml,4,301,1.112,0.52,ci,ci3359001,2016-01-27T18:38:02.290Z,
1932-05-14T13:11:04.000Z,0.493,125.805,15,7.7,mw,,,,,iscgem,iscgem906146,2015-05-13T18:52:43.000Z,
1932-05-12T13:51:08.790Z,33.9753333,-116.7506667,6,2.72,ml,4,277,0.5195,0.2,ci,ci3358995,2016-01-27T19:00:12.780Z,
1932-05-10T17:10:32.870Z,33.9928333,-116.3015,6,3.25,ml,4,296,0.8923,0.47,ci,ci3358977,2016-01-27T18:38:01.830Z,
1932-05-07T04:26:28.140Z,33.552,-118.4276667,6,3.33,ml,5,187,0.632,0.47,ci,ci3358971,2016-01-27T18:46:58.510Z,
1932-05-07T02:44:05.590Z,33.5143333,-118.4093333,6,2.56,ml,3,317,0.6628,0.4,ci,ci3358969,2016-01-27T18:46:58.050Z,
1932-05-06T09:48:05.700Z,33.9665,-116.2526667,6,3.25,ml,3,297,1.383,0.19,ci,ci3358966,2016-01-27T18:51:10.590Z,
1932-05-06T01:02:31.920Z,33.8698333,-117.0111667,6,2.79,ml,3,259,0.9384,0.44,ci,ci3358965,2016-01-27T18:29:48.730Z,
1932-05-02T02:36:24.270Z,33.51,-118.2261667,6,2.65,ml,3,309,0.6384,0.42,ci,ci3358958,2016-01-27T18:55:42.020Z,
1932-05-02T02:32:41.930Z,33.3258333,-118.3515,6,2.87,ml,3,320,0.8341,0.28,ci,ci3358956,2016-01-27T19:00:12.310Z,
1932-05-02T02:32:22.560Z,33.2931667,-118.5846667,6,3.1,ml,3,327,0.92,0.44,ci,ci3358954,2016-01-27T18:46:57.580Z,
1932-04-29T16:52:28.100Z,31.8461667,-115.5501667,6,4.22,ml,2,341,1.763,0.47,ci,ci3358944,2016-01-27T18:51:10.140Z,
1932-04-28T06:41:17.350Z,34.8656667,-116.7905,6,2.95,ml,3,331,0.9954,0.49,ci,ci3358942,2016-01-27T18:29:48.250Z,
1932-04-27T23:35:17.300Z,35.0785,-116.825,6,4.14,ml,4,243,1.174,0.49,ci,ci3358937,2016-01-27T19:00:11.830Z,
1932-04-25T20:04:52.610Z,34.2243333,-117.041,6,2.68,ml,4,277,0.3606,0.15,ci,ci3358927,2016-01-27T18:38:00.030Z,
1932-04-25T12:54:40.060Z,33.4228333,-118.2276667,6,2.74,ml,3,239,0.7253,0.64,ci,ci3358829,2016-01-27T18:51:09.670Z,
1932-04-23T13:38:29.370Z,34.1155,-117.4738333,2.66,2.66,ml,4,223,0.1466,0.08,ci,ci3358810,2016-01-27T18:51:09.180Z,
1932-04-22T00:08:16.020Z,36.6403333,-120.8046667,6,3.9,ml,4,280,2.106,0.25,ci,ci3358802,2016-01-27T18:55:40.540Z,
1932-04-21T03:36:18.760Z,35.9543333,-120.7135,6,3.21,ml,4,269,1.717,0.32,ci,ci3358794,2016-01-27T18:33:57.930Z,
1932-04-19T23:36:49.380Z,34.029,-116.8718333,6,2.93,ml,4,274,0.4198,0.36,ci,ci3358791,2016-01-27T18:46:56.680Z,
1932-04-19T19:40:07.760Z,35.6425,-118.2796667,6,3.56,ml,6,136,0.562,0.54,ci,ci3358790,2016-01-27T18:42:22.630Z,
1932-04-18T12:35:48.650Z,36.011,-115.8805,6,2.55,mh,2,286,1.679,0.68,ci,ci3358775,2016-01-27T18:46:56.220Z,
1932-04-17T17:51:51.210Z,34.9765,-117.1266667,6,2.53,ml,4,221,1.002,0.41,ci,ci3358772,2016-01-27T18:42:22.170Z,
1932-04-17T02:38:00.510Z,35.026,-116.8671667,6,2.58,ml,4,241,1.112,0.68,ci,ci3358767,2016-01-27T18:46:55.770Z,
1932-04-16T09:02:39.200Z,33.4011667,-115.3448333,6,3.29,ml,3,358,1.793,0.56,ci,ci3358762,2016-01-27T18:55:40.010Z,
1932-04-15T23:40:01.370Z,35.0396667,-116.8473333,6,3.14,ml,4,242,1.131,0.37,ci,ci3358757,2016-01-27T19:00:09.810Z,
1932-04-14T07:52:06.620Z,34.0831667,-117.2501667,6.87,2.77,ml,4,258,0.1372,0.15,ci,ci3358755,2016-01-27T18:29:47.300Z,
1932-04-13T05:44:55.460Z,37.5426667,-118.9516667,6,2.82,ml,2,341,0.7542,0.44,ci,ci3358754,2016-01-27T18:33:57.480Z,
1932-04-12T23:52:34.000Z,-4.83,152.349,35,6.2,mw,,,,,iscgemsup,iscgemsup906097,2015-07-13T17:02:22.000Z,
1932-04-12T22:23:13.050Z,34.1115,-120.1701667,6,2.58,ml,3,329,1.659,0.78,ci,ci3358753,2016-01-27T19:00:09.320Z,
1932-04-09T17:55:14.410Z,34.7381667,-116.7028333,6,3.08,ml,4,253,0.9281,0.79,ci,ci3358747,2016-01-27T18:29:46.310Z,
1932-04-08T20:53:11.510Z,31.9635,-116.1553333,6,3.21,ml,3,341,1.292,0.25,ci,ci3358745,2016-01-27T18:29:45.820Z,
1932-04-08T20:50:40.830Z,31.585,-116.2473333,6,3.57,ml,2,348,1.534,0.37,ci,ci3358744,2016-01-27T18:42:21.260Z,
1932-04-06T22:42:04.530Z,34.4723333,-120.7516667,6,3.18,ml,4,316,0.8573,0.43,ci,ci3358742,2016-01-27T18:42:20.380Z,
1932-04-06T14:57:47.220Z,33.2098333,-116.5238333,6,3.14,ml,4,283,0.704,0.47,ci,ci3358740,2016-01-27T19:00:08.870Z,
1932-04-06T09:02:35.890Z,34.2733333,-118.4886667,15.68,2.63,ml,3,342,0.2911,0.11,ci,ci3358738,2016-01-27T18:33:56.530Z,
1932-04-03T20:39:02.000Z,-30.618,-178.345,35,6.5,mw,,,,,iscgem,iscgem906090,2015-05-13T18:52:43.000Z,
1932-04-03T02:24:56.480Z,32.0711667,-115.9565,6,2.91,mh,2,338,1.352,0.17,ci,ci3358733,2016-01-27T18:37:59.130Z,
1932-04-02T02:21:34.850Z,31.7573333,-116.4568333,6,3.41,ml,3,347,1.293,0.56,ci,ci3358730,2016-01-27T18:29:44.870Z,
1932-04-01T07:05:38.260Z,34.0286667,-116.4218333,6,2.54,ml,3,349,0.7929,0.37,ci,ci3358729,2016-01-27T18:55:39.550Z,
1932-03-31T07:08:43.360Z,31.5836667,-117.102,6,3.17,ml,2,360,1.283,0.76,ci,ci3358719,2016-01-27T18:55:38.300Z,
1932-03-31T05:00:20.030Z,36.1468333,-117.8786667,6,2.96,ml,2,277,0.05666,0.29,ci,ci3358717,2016-01-27T18:51:08.270Z,
1932-03-30T01:25:48.520Z,32.2733333,-117.1483333,6,2.78,ml,2,358,0.5951,0.39,ci,ci3358710,2016-01-27T19:00:08.400Z,
1932-03-29T03:16:05.920Z,33.6438333,-116.9566667,15,2.82,ml,3,341,0.4932,0.19,ci,ci3358708,2016-01-27T18:42:19.920Z,
1932-03-26T09:52:27.000Z,-4.317,128.433,35,6.6,mw,,,,,iscgem,iscgem906083,2015-05-13T18:52:43.000Z,
1932-03-26T06:57:44.670Z,32.9065,-115.8283333,6,3.21,ml,2,318,1.2,0.12,ci,ci3358704,2016-01-27T18:29:43.910Z,
1932-03-26T04:42:46.560Z,33.0605,-115.8781667,15,2.66,ml,3,313,1.173,0.66,ci,ci3358699,2016-01-27T18:51:07.330Z,
1932-03-25T23:58:40.000Z,62.536,-152.957,15,6.8,mw,,,,,iscgem,iscgem906081,2015-05-13T18:52:43.000Z,
1932-03-25T06:57:33.330Z,33.8205,-118.7055,6,2.67,ml,3,254,0.5515,0.28,ci,ci3361886,2016-01-27T18:42:19.460Z,
1932-03-24T08:17:28.230Z,33.2611667,-116.3403333,6,2.66,ml,3,292,0.8638,0.64,ci,ci3358686,2016-01-27T18:55:37.330Z,
1932-03-23T00:20:07.500Z,35.7953333,-115.9323333,6,4.46,ml,4,269,1.67,0.72,ci,ci3358681,2016-01-27T18:46:54.780Z,
1932-03-21T10:45:01.060Z,33.8891667,-118.4026667,6,2.75,ml,3,314,0.3223,0.29,ci,ci3358674,2016-01-27T18:55:36.400Z,
1932-03-19T10:59:41.000Z,16.055,147.573,15,6.4,mw,,,,,iscgem,iscgem906072,2015-05-13T18:52:43.000Z,
1932-03-13T23:09:24.000Z,34.2231667,-120.5081667,6,3.49,ml,3,340,0.6914,0.27,ci,ci3358653,2016-01-27T18:29:42.970Z,
1932-03-13T05:51:43.120Z,32.4686667,-116.3168333,6,3.44,ml,4,326,0.8832,0.46,ci,ci3358645,2016-01-27T18:51:06.850Z,
1932-03-08T22:29:11.870Z,36.1898333,-120.4421667,6,2.9,ml,3,263,1.844,0.73,ci,ci3358632,2016-01-27T18:55:35.950Z,
